FEI,Firm_Name ,Count_of_Operations,FDA483_Issued 
1480865,ADM Alliance Nutrition  Inc.,7,N
1521876,North American Science Associates  Inc.,7,Y
1527736,Ethicon Endo-Surgery Inc,7,N
1610287,Alcon Research  Ltd.,7,Y
1640768,Agri Research Center  Inc,7,N
1643045,OSO BioPharmaceuticals Manufacturing  LLC,7,
1717927,Nexgen Pharma  Inc.,7,Y
1720861,PRACS Institute  Ltd.,7,Y
1810239,Genesis Pharmaceutical  Inc.,7,
1819171,Kremers Urban Pharmaceuticals  Inc.,7,Y
1819470,Eli Lilly and Company,7,Y
1870537,DLP Marquette General Hospital  LLC - Marquette,7,
1911445,Novartis Consumer Health,7,Y
1915582,Celerion Inc,7,N
1925415,Analytical Biochemistry Laboratories Inc. dba ABC Labs. Inc.,7,
1937595,Purina Animal Nutrition  LLC,7,N
1941876,Forest Pharmaceuticals Inc,7,
2011068,Allergan Inc,7,Y
2011194,Nexgen Pharma Inc,7,Y
2017233,W L Gore & Associates  Inc.,7,N
2021236,B. Braun Medical Inc,7,Y
2021299,The Procter & Gamble Manufacturing Company,7,N
2023366,Bausch & Lomb Surgical Inc,7,
2027189,Alliance Medical Products  Inc.,7,Y
2124215,Boston Scientific Corporation,7,N
2124215,Boston Scientific Corporation,7,Y
2125050,Coloplast Manufacturing US  LLC,7,N
2125050,Coloplast Manufacturing US  LLC,7,
2128592,Covance Laboratories Inc.,7,N
2129896,PPD Development LLC,7,N
2182863,Sorin CRM USA  INC,7,
2242829,Renaissance Lakewood LLC,7,Y
2510184,Mcneil Consumer Healthcare  Div Of Mcneil-ppc  Inc.,7,Y
2510865,Lannett Company  Inc.,7,N
2514739,Mars Fishcare North America  Inc.,7,
2518760,Sanofi Pasteur  Inc.,7,
2918710,AMPAC Fine Chemicals LLC,7,Y
3021685,Western Institutional Review Board  Inc.,7,
3072996,American National Red Cross,7,Y
1000110912,Catalent Pharma Solutions LLC,7,N
1000135370,Dow Pharmaceutical Sciences  Inc.,7,N
1000140135,Bioanalytical Systems Inc.,7,N
1000161183,Johnson&Johnson Merck,7,
1000221210,Orthovita  Inc.  dBA Stryker Orthobiologics.,7,N
1000222023,Johnson & Johnson Vision Care  Inc.,7,
1000222390,Levlad  LLC,7,Y
1000477302,Medtronic Sofamor Danek USA Inc,7,Y
1000510978,ACH Food Companies  Inc.,7,N
1000511105,Bio-Kinetic Clinical Applications LLC,7,N
1000513517,PolyCarbon Industries  Inc.,7,Y
1000516354,Diversified Food Laboratories  LLC,7,
1000518646,L. Perrigo Company,7,N
1000522077,Packaging Coordinators  Inc.,7,N
3000209713,QualTech Laboratories  Inc.,7,N
3000719749,Biogen MA Inc,7,Y
3001238375,Midwest Transplant Network,7,N
3001238375,Midwest Transplant Network,7,
3001452090,AMRI SSCI  LLC,7,N
3002270322,Vetter Pharma Fertigung Gmbh & Co. KG,7,Y
3002457563,Acorda Therapeutics  Inc.,7,Y
3002806475,Cadila Healthcare Limited  Dabhasa,7,
3002806613,Valeant Pharmaceuticals International Inc.,7,
3002806851,Dr. Reddy's Laboratories Ltd  CTO Unit 1,7,
3002807111,Sterigenics Belgium Petit-Rechain S.A.,7,N
3002808086,Bayer Pharma AG,7,
3002874838,Norbrook Laboratories  Ltd.,7,
3002902534,Genentech Inc,7,Y
3003058448,Isomedix Operations Inc,7,N
3003082450,National Genetics Institute,7,Y
3003082450,National Genetics Institute,7,
3003113148,Patheon Puerto Rico  Inc.,7,Y
3003114854,Arifulla Khan  M.D.,7,Y
3003121131,Ultimate Formulations  Inc. dba Best Formulations,7,Y
3003195501,Sanofi-Aventis Deutschland GmbH,7,Y
3003197096,Vintage Pharmaceuticals LLC  DBA Qualitest Pharmaceuticals,7,N
3003228091,Pharma Medica Research  Inc.,7,
3003266206,Nesher Pharmaceuticals (USA) LLC,7,Y
3003542039,Frontage Laboratories  Inc.,7,N
3003618974,Nestle Purina PetCare Co,7,N
3003693105,Corium International  Inc.,7,Y
3004182921,Impax Laboratories  Inc.,7,N
3004488497,Amneal Pharmaceuticals  LLC,7,N
3004492248,Anchen Pharmaceuticals  Inc,7,N
3004520113,Sun Pharmaceutical Industries Ltd,7,N
3004605050,Takeda Global Research & Development,7,
3005165339,Pharmatek Laboratories  Inc,7,
3005209462,Supernus Pharmaceuticals  Inc.,7,
3005263655,Amneal Pharmaceuticals,7,
3005369945,Monika Tandon  M.D.  D.M. - Ranbaxy Clin. Pharma. Unit,7,
3005611026,Seaview Research  Inc.,7,
3006005701,Lambda Therapeutic Research Ltd.,7,
3006218434,Tolmar  Inc.,7,Y
3006254922,Mars Symbioscience  a Division of Mars Inc.,7,
3006407665,Cyanta Analytical Services,7,
3006500621,Bio-Concept Laboratories  Inc,7,Y
3006581153,Pharma Bio Serv PR  Inc.,7,
3007069176,Analytical Bio-Chemistry Laboratories Inc,7,N
3007472572,Cape Fear Analytical,7,
3008763840,Sitec Labs Pvt. Ltd.,7,Y
3009078927,Osmotica Pharmaceutical Corp,7,
3009242137,Life Extension Nutrition Center,7,
3009292062,Sanofi U.S.,7,
3009794745,Karamo A. N. Chilombo  M.D.,7,
3011263308,Alexion Pharmaceuticals Inc,7,
3011533576,Charlotte Pain Management Center,7,
1049418,ALCAMI,6,N
1077496,OneBlood  Inc.,6,Y
1110315,Mylan Pharmaceuticals Inc.,6,Y
1111567,Noxell Corporation,6,N
1219161,Covidien LP,6,
1219655,DePuy Synthes Joint Reconstruction,6,
1220528,Toxikon Corp.,6,Y
1220951,Biogen,6,
1222021,Sunovion Pharmaceuticals Inc.,6,Y
1222021,Sunovion Pharmaceuticals Inc.,6,
1283258,Tox Study Section(Weac),6,
1310197,G. C. Hanford Manufacturing Co,6,Y
1313411,Warner Chilcott Pharmaceuticals  Inc.,6,
1314666,Contract Pharmaceuticals Limited Niagara,6,
1350044,Norwich Pharmaceuticals  Inc.,6,N
1421090,Mccrone Associates  Inc.,6,N
1510690,Roxane Laboratories  Inc.,6,Y
1526814,Teva Womens Health Inc,6,N
1629180,Aloe Vera of America  Inc,6,Y
1710034,Becton Dickinson Medical Systems,6,N
1771443,Childrens Hospital Colorado,6,Y
1813181,MPI Research  Inc.,6,Y
1831301,Applied Laboratories  Inc.,6,Y
1850039,Covance Laboratories Inc.,6,N
1873403,Indiana Blood Center,6,Y
1873886,Emergent BioDefense Operations Lansing LLC,6,Y
1925262,Hospira Inc,6,N
1929890,Sinclair Research Center Inc,6,N
1940750,S and B Pharma  Inc dba Alkem Laboratories,6,Y
1950111,KV Pharmaceutical Co,6,
1950478,Agricultural Research Center,6,N
1974272,Barnes Jewish Hospital Blood Bank,6,Y
2010441,3M Drug Delivery Systems,6,Y
2020394,Bard Peripheral Vascular Inc,6,N
2023826,Staar Surgical Co.,6,
2025006,NBTY Manufacturing LLC,6,
2026154,Amgen  Inc.,6,Y
2027302,220 Laboratories  Inc.,6,Y
2070105,City Of Hope National Medical Center,6,N
2077737,Jerry L. Pettis Memorial VA Medical Center,6,N
2110898,3M Company - Health Care Business,6,N
2127022,Perrigo Company,6,N
2129811,Cima Labs  Inc.,6,
2183449,Orthofix  Inc,6,N
2210008,Alcami Corporation,6,Y
2211084,Halo Pharmaceutical  Inc.,6,N
2211084,Halo Pharmaceutical  Inc.,6,Y
2211101,Bristol-myers Squibb Company,6,N
2211256,Merck & Co.  Inc.,6,N
2219947,Gibraltar Laboratories  Inc.,6,N
2219947,Gibraltar Laboratories  Inc.,6,
2220525,West-Ward Pharmaceuticals Corporation,6,Y
2243819,Hemispherx Biopharma  Inc.,6,
2244771,Novo Nordisk Inc,6,N
2246315,Genzyme Corporation / Genzyme Biosurgery,6,Y
2434223,Par Pharmaceutical  Inc.,6,Y
2510592,Merck Sharpe & Dohme Corp,6,N
2573242,Carlisle Regional Medical Center,6,N
2910913,Bayer Corporation,6,
2916714,Aesculap Implant Systems LLC,6,N
2919114,National Vitamin Co Inc,6,
2937042,HMS Veterinary Development Inc,6,N
2974534,Houchin Community Blood bank,6,N
3021685,Western Institutional Review Board  Inc.,6,N
3022820,Emerald Kalama Chemicals  LLC,6,N
1000115331,RTI Surgical  Inc. (dba Pioneer Surgical Technology  Inc.),6,Y
1000115775,Zimmer Spine  Inc.,6,
1000118231,Bayer Healthcare Animal Health Inc,6,Y
1000118452,Gateway Medical Research,6,
1000121056,Boston Scientific Corp.,6,
1000121235,Charles River Laboratories  Inc.,6,N
1000125598,Nobel Biocare Usa Llc,6,N
1000135190,Carlsbad Technology  Inc,6,Y
1000135871,Cardiogenesis Corporation,6,
1000140135,Bioanalytical Systems Inc.,6,Y
1000147886,Sifferman DVM  Roger,6,N
1000158582,AAIPharma Services Corp.,6,
1000160562,P&L Developments  LLC,6,Y
1000160734,Pyramid Laboratories  Inc.,6,N
1000220862,Micro Therapeutics Inc  Dba Ev3 Neurovascular,6,N
1000221914,BioLife Plasma Services Lp,6,N
1000305235,University of Iowa Pharmaceuticals Laboratory,6,
1000305894,Particle Technology Group  LLC dba Particle Technology Labs,6,N
1000306051,LifeCell Corporation,6,N
1000511606,WuXi Apptec  Inc,6,N
1000513221,Millennium Pharmaceuticals Inc.,6,N
1000515343,Murty Pharmaceuticals Inc,6,N
1000517650,UNM Hospitals,6,N
1000519796,Irvine Biomedical Inc  a St. Jude Medical Co.,6,N
1000519848,AstraZeneca  PLC,6,N
1000519965,Baxalta (Formerly Baxter Healthcare Corp),6,Y
1000525461,Biotest Pharmaceuticals Corp.,6,Y
2000025711,Merind ( A Wockhardt Enterprise),6,
3000121413,Baxalta,6,N
3000209735,Mayne Pharma Inc,6,N
3000215618,Novartis Pharmaceuticals Corporation,6,Y
3000718406,Otsuka America Pharmaceutical  Inc.,6,N
3001451326,CryoLife  Inc.,6,N
3001452571,Medtronic Vascular  Inc.,6,N
3001452571,Medtronic Vascular  Inc.,6,Y
3001580619,Laser Therapeutics  Inc.,6,
3001888307,Endo Pharmaceutical  Inc.,6,
3002095335,Boston Scientific Corporation,6,N
3002457563,Acorda Therapeutics  Inc.,6,
3002575797,Townley Inc,6,
3002703382,Medtronic ATS Medical Inc,6,N
3002806518,Boehringer Ingelheim Pharma Gmbh & Co Kg,6,
3002806521,Mylan Teoranta,6,
3002806556,Boehringer Ingelheim Pharma GmbH & Co. KG,6,N
3002806556,Boehringer Ingelheim Pharma GmbH & Co. KG,6,
3002806712,Covance Laboratories  Ltd.,6,N
3002807336,Janssen Pharmaceutica  N.V.,6,Y
3002807447,Merck Serono SA Aubonne,6,Y
3002836339,Genzyme Corporation,6,Y
3002900199,Cutera  Inc.,6,
3002946108,Maloney  J. Michael  M.D.,6,
3002951223,Biosense Webster Inc,6,
3002980729,NuVasive Inc,6,N
3003014828,Northland Laboratories,6,
3003073605,Orion Corporation,6,Y
3003194604,Actavis Laboratories  FL  Inc.,6,Y
3003347293,Q-Med AB,6,N
3003477173,Advanced Circulatory Systems  Inc.,6,N
3003707120,LifeSouth Community Blood Centers  Inc.,6,Y
3003707320,SUNEVA MEDICAL  INC,6,N
3003737189,NOVUM Pharmaceuticals Research Services,6,N
3003767692,University Of Iowa Hospitals & Clinics,6,N
3003813358,Aziz L. Laurent  M.D.  P.I.,6,N
3003836868,Pfizer Inc.,6,N
3003882011,Charles River Laboratories Contract Manufacturing PA  LLC,6,N
3003932969,Siemens Healthcare Diagnostics Inc.,6,
3003964498,Micro Connection Enterprises  The Inc,6,Y
3003997569,Forest Research Institute,6,N
3004079983,BioMarin Pharmaceutical  Inc.,6,Y
3004570125,Tergus Pharma LLC,6,
3004575449,Ajinomoto Althea  Inc.,6,Y
3004582475,Acceleration Laboratory Services Inc,6,
3004606637,LifeSource dba Central Blood Bank,6,N
3004837948,Varian Medical Systems  Inc.,6,N
3005051868,Madison Skin and Research  Inc.,6,
3005245728,State Hygienic Lab at the University of Iowa,6,
3005250747,Siemens Healthcare Diagnostics,6,N
3005263655,Amneal Pharmaceuticals,6,N
3005611026,Seaview Research  Inc.,6,N
3005821331,Cliantha Research Ltd.,6,
3005868392,Synapse Biomedical Inc,6,Y
3006031727,Alexion Pharmaceuticals  Inc.,6,N
3006660278,CRS Clinical Research Services Mannheim GmbH,6,
3006723646,Hoya Surgical Optics  Inc.,6,
3006737338,Leese  Dr Philip,6,
3006757806,Macleods Pharmaceuticals Limited  Mumbai,6,Y
3007078804,Torrent Research Centre,6,
3007112173,Triumpharma,6,
3008355551,Jubilant Generics Limited (BA/BE Study Business Unit),6,
3008355575,Fortis Clinical Research Limited,6,
3008511993,Clinical Partners LLC,6,
3008629186,Oklahoma Blood Institute,6,N
3008734815,Gabriel Perez Lasala  MD,6,
3009054150,Lambda Therapeutic Research Inc.,6,
3009244851,Quest Life Sciences Pvt.  Ltd.,6,
3009478117,Bonduelle USA Inc.,6,N
3009654552,Dr. Yathish Kumar H.M.,6,
3010593286,Elite Clinical Studies  LLC,6,
3010847149,Hector Luis Squiquera,6,
3012971227,Nitto Avecia Pharma Services  Inc,6,
1016427,Cordis Corporation,5,N
1019820,Crown Laboratories  Inc.,5,Y
1031623,Bayer Health Care LLC,5,N
1036868,Avanti Polar Lipids  Inc.,5,N
1038833,EyeKon Medical  Inc.,5,Y
1039451,West-Ward Pharmaceuticals Corporation,5,N
1045323,Southern Research Institute,5,N
1046818,Covance Cru Inc,5,
1048698,Hospira  Inc.,5,Y
1049223,Ethicon  Inc.,5,Y
1070186,Suncoast Communities Blood Bank  Inc.,5,N
1071473,The Blood Alliance  Inc.,5,N
1071905,Interstate Blood Bank Inc,5,N
1072002,Health First - Holmes Regional Medical Center  Inc.,5,N
1072425,OneBlood  Inc.,5,N
1074776,Wellmont Health System,5,N
1114298,Lonza Walkersville  Inc.,5,Y
1119421,Alcon Research  Ltd,5,N
1216602,Lantheus Medical Imaging  Inc.,5,Y
1219205,Boehringer Ingelheim Pharmaceuticals  Inc.,5,
1221300,Hologic  Inc.,5,N
1221955,Genzyme Corporation,5,Y
1283674,SouthCoast Hospitals Group IRB,5,
1313411,Warner Chilcott Pharmaceuticals  Inc.,5,N
1316257,iuvo Bioscience Operations  LLC,5,N
1316626,Teva Women's Health  Inc.,5,N
1317628,Bausch & Lomb Inc Irb,5,Y
1317757,Bristol-Myers Squibb Co.  Pharmaceutical Research Institute,5,Y
1319276,Pharmassist Inc.,5,N
1410248,CSL Behring LLC,5,N
1418028,SGS Life Science Services,5,N
1419832,Actavis Incorporated,5,
1518957,Nostrum Laboratories  Inc.,5,Y
1521876,North American Science Associates  Inc.,5,N
1523658,Battelle Memorial Institute,5,Y
1610021,NCH Corporation,5,N
1643525,Allergan Sales  LLC,5,Y
1670011,Parkland Health and Hospital Services System - Transfusion S,5,N
1671462,Blood Systems  Inc,5,Y
1676815,South Texas Blood & Tissue Center,5,N
1713747,Fresenius Medical Care  North America,5,Y
1810030,The Dow Chemical Co.,5,N
1820334,Cook Inc.,5,N
1825034,Zimmer Biomet  Inc.,5,Y
1870308,South Bend Medical Foundation  Inc.,5,Y
1910185,Boehringer Ingelheim Vetmedica Inc,5,N
1911445,Novartis Consumer Health,5,N
1925415,Analytical Biochemistry Laboratories Inc. dba ABC Labs. Inc.,5,N
1927156,Reliable Biopharmaceutical Corp,5,Y
1970355,LifeServe Blood Center,5,Y
1970727,SSM Cardinal Glennon Childrens Hospital,5,N
1974272,Barnes Jewish Hospital Blood Bank,5,N
2011194,Nexgen Pharma Inc,5,N
2016148,International Medication Systems Limited,5,N
2023826,Staar Surgical Co.,5,Y
2024601,Allergan,5,N
2024800,Hologic  Inc,5,Y
2025760,Syntron Bioresearch Inc,5,Y
2027189,Alliance Medical Products  Inc.,5,N
2027748,Aaren Scientific  Incorporated,5,N
2077856,Children's Hospital of Orange County,5,N
2122870,Beckman Coulter  Inc.,5,
2126673,St Jude Medical Inc,5,N
2126770,3M Healthcare Business,5,
2129811,Cima Labs  Inc.,5,N
2173910,Rice Memorial Hospital,5,N
2182207,Medtronic Neuromodulation,5,N
2182207,Medtronic Neuromodulation,5,Y
2182801,Geneva Laboratories  Inc,5,Y
2183870,Ev3  Inc.,5,N
2210844,Hoffmann La Roche Inc,5,N
2210968,Ethicon  Inc.,5,N
2214690,SGS Life Sciences Services,5,N
2220077,Avantor Performance Materials  Inc.,5,N
2222575,Hartz Mountain Corporation,5,
2246848,Akorn Inc.,5,
2410662,Pfizer Inc.,5,N
2419749,Inwood Labs,5,
2518254,Webb's Super Gro Products Inc,5,N
2518776,Calvert Laboratories  Inc.,5,N
2521218,Novum Pharmaceutical  Research Services  Inc.,5,N
2623531,Pace Analytical  Inc.,5,
2650099,Ex-Lax  Inc.,5,Y
2650117,Environmental Quality Laboratories  Inc,5,N
2910913,Bayer Corporation,5,Y
2938836,Pacesetter  Inc. dba St. Jude Medical CRMD,5,N
3072996,American National Red Cross,5,N
1000066007,Lovelace Respiratory Research Institute,5,Y
1000110299,Ortho Biologics  LLC,5,Y
1000112629,Galbraith Laboratories Inc,5,N
1000115775,Zimmer Spine  Inc.,5,N
1000117147,Actavis Laboratories UT  Inc.,5,Y
1000117838,Thomas R.  Walters  MD  PI,5,N
1000118998,Worldwide Clinical Trials  Inc.,5,N
1000120578,Cynosure  Inc.,5,Y
1000120743,Hologic  Inc,5,N
1000121056,Boston Scientific Corp.,5,Y
1000121171,Central PA Alliance Laboratory,5,N
1000121688,Ortho Clinical Diagnostics,5,N
1000121688,Ortho Clinical Diagnostics,5,
1000122198,WuXi AppTec  Inc.,5,N
1000122341,Perritt Laboratories Inc.,5,N
1000129160,Missouri Research Center/ Merial Limited,5,N
1000136573,Ortho-Clinical Diagnostics,5,Y
1000139876,Spectral Data Services  Inc.,5,N
1000158705,Eisai  Inc.,5,N
1000160308,TriCore Reference Laboratories,5,N
1000220178,Albany Molecular Research Inc,5,N
1000220376,Battelle Biomedical Research Center (BBRC),5,N
1000221189,Sanofi-aventis,5,N
1000306317,American National Red Cross National Testing Lab,5,N
1000307513,CSL Plasma Inc,5,N
1000361215,USU Caine Dairy,5,N
1000437239,Interpoll Laboratories Inc,5,N
1000510763,EAG Inc dba Chemir Analytical Services,5,
1000513221,Millennium Pharmaceuticals Inc.,5,Y
1000513279,Parkland Medical Center,5,
1000515504,AmeriWater Inc,5,
1000519896,Dennis S. Riff  M.D.,5,Y
1000521508,Forest Research Institute Inc,5,Y
1000523075,Gilead Sciences  Inc.,5,N
1000525079,Craig R Reinemeyer  DVM PhD,5,N
1000527006,Bristol-Meyers Squibb,5,Y
1000544186,IVAX Research  Inc.,5,
3000203007,Exova Inc.,5,N
3000209852,DSM Nutritional Products LLC,5,N
3000233845,Nelson Laboratories  Inc.,5,Y
3000323451,PHARMOut Laboratories  Inc.,5,Y
3000718406,Otsuka America Pharmaceutical  Inc.,5,Y
3000719690,Sanofi US,5,
3000719749,Biogen MA Inc,5,N
3001238189,Synthon Pharmaceuticals  Inc,5,
3001451369,Patheon API Manufacturing  Inc.,5,
3001610451,Janssen Biotech  Inc.,5,Y
3001617666,Apotex Inc.,5,Y
3001617760,Puget Sound Blood Center And Program,5,N
3002228812,Cardiac Assist  Inc,5,
3002533384,inVentiv Health Clinique Inc. fka Anapharm  Inc.,5,N
3002533384,inVentiv Health Clinique Inc. fka Anapharm  Inc.,5,Y
3002580251,Creative Testing Solutions,5,N
3002653483,Novartis Pharma Stein AG,5,N
3002719998,RTI Surgical   Inc.,5,N
3002745407,AAI Pharma,5,
3002804236,West Pharmaceutical Services - West Analytical Services,5,N
3002806285,Allergan Pharmaceuticals Ireland,5,N
3002806979,Ferring GmbH,5,Y
3002807078,Glaxo Operations U.K. Ltd.,5,Y
3002807470,LEK Pharmaceuticals d.d.,5,N
3002807772,Novartis Pharma AG,5,N
3002807904,Pliva Hrvatska D.O.O.,5,
3002808086,Bayer Pharma AG,5,Y
3002808503,Wockhardt Limited,5,Y
3002809586,Sun Pharmaceutical Industries Ltd.,5,Y
3002827704,Vascular Solutions  Inc.,5,N
3002892484,Amgen  Incorporated,5,Y
3002960047,Greenwald  Maria MD,5,N
3002966869,TGA Sciences  Inc.,5,Y
3002984011,Cadila Healthcare Limited,5,Y
3002998793,Comprehensive Clinical Development Northwest  Inc,5,Y
3003092769,Teva Pharmaceuticals USA,5,Y
3003114854,Arifulla Khan  M.D.,5,
3003119240,KCAS LLC,5,Y
3003166194,Medtronic Inc.,5,N
3003166194,Medtronic Inc.,5,Y
3003199588,SNBL USA LTD.,5,Y
3003199588,SNBL USA LTD.,5,
3003363010,Bayer Healthcare Animal Health,5,Y
3003434767,Bausch & Lomb Inc,5,N
3003450194,Actavis Totowa LLC,5,N
3003462036,Erchonia Corporation,5,
3003525044,Ultimate Nutrition  Inc.,5,Y
3003563645,Catalent Pharma Solutions  LLC,5,N
3003594742,Hagop M. Kantarjian  M.D.,5,N
3003644883,ARL Biopharma  Inc. dba Analytical Research Laboratories,5,N
3003809686,Merial Limited,5,
3003813519,Mylan Laboratories Limited,5,Y
3003867379,MDS Pharma Services,5,N
3003897776,BioMimetic Therapeutics  LLC,5,N
3003940926,Penn State Milton S.Hershey Medical Center,5,N
3003942498,La Jolla IVF,5,
3003973536,F. Hoffmann - La Roche Ltd.,5,Y
3003974035,PPD Development LP,5,N
3003974846,Schering Plough Labo NV,5,N
3004059012,Tandem Labs A LabCorp Company,5,Y
3004081307,Cipla Limited,5,Y
3004090892,Actavis South Atlantic LLC,5,N
3004106442,Upsher Smith Laboratories  Inc.,5,N
3004113587,Pierce  Keith MD,5,
3004142400,Globus Medical  Inc.,5,Y
3004393730,Pfizer  Inc.,5,N
3004438419,Alkem Laboratories Ltd,5,
3004449075,Next Breath  LLC,5,N
3004492248,Anchen Pharmaceuticals  Inc,5,Y
3004536028,Accutest Research Laboratories (India) Pvt. Ltd.,5,N
3004548319,Ivax Pharmaceuticals Inc A.k.a Teva Pharmaceuticals Usa,5,
3004591926,Hospira Inc.,5,Y
3004627938,Onelegacy-redland,5,N
3004672766,Glenmark Pharmaceuticals Limited,5,Y
3004742232,Cardiovascular Systems Inc,5,N
3004752030,Pharmaceutical Manufacturing Research Services  Inc (PMRS),5,N
3004752030,Pharmaceutical Manufacturing Research Services  Inc (PMRS),5,
3004753838,Dexcom Inc,5,Y
3004777374,Lynn R. Webster  MD,5,N
3004898726,Discovery Laboratories  Inc.,5,N
3004918131,Lotus Laboratories Pvt. Ltd.,5,Y
3004936110,St. Jude Medical ,5,Y
3005124764,Lambda Therapeutic Research LTD.,5,N
